timestamp,price,MA7,MA30,daily_change,volatility
2025-09-15,139.01355711886598,139.01355711886598,139.01355711886598,,
2025-09-16,138.40975305125428,138.71165508506013,138.71165508506013,-0.4343490520823057,0.42695395071624714
2025-09-17,137.28839511886596,138.23723509632873,138.23723509632873,-0.8101726270496767,0.8754243628890918
2025-09-18,136.21878994056704,137.7326238073883,137.7326238073883,-0.7790936570952312,1.2367061447507703
2025-09-19,135.76162306352234,137.3384236586151,137.3384236586151,-0.3356121994947725,1.3871014212422528
2025-09-22,137.83181219874572,137.42065508197024,137.42065508197024,1.5248706434916048,1.2569058533445765
2025-09-23,138.78927763522339,137.61617258957781,137.61617258957781,0.6946621546969567,1.2586103211919164
2025-09-24,138.7720354918213,137.5816695,137.76065545235826,-0.01242325321946236,1.2165252379503444
2025-09-25,139.10844155534363,137.68148214344134,137.91040946380107,0.2424163213648134,1.3200488956856808
2025-09-26,137.54717205125428,137.7184502766397,137.8740857225464,-1.1223398714219734,1.310796819614854
2025-09-29,139.18607068647768,138.1423475260555,137.9933570829038,1.1915175068904382,1.221763493972418
2025-09-30,139.55697419874573,138.6845405453731,138.12365850922393,0.2664803384697434,0.733909960011894
2025-10-01,141.47190507170106,139.20455381293817,138.3812159371068,1.372149893582697,1.181884212942205
2025-10-02,146.4058694446564,140.29263835714286,138.95440547336034,3.487593081081841,2.937688957136904
2025-10-03,142.04121169056702,140.75966352839225,139.16019255450746,-2.981204080577704,2.915435545150997
2025-10-06,175.71638130125427,145.9893692063795,141.44495435117912,23.70802755755681,13.408923767440777
2025-10-07,182.44450257170107,152.40327356644335,143.85669248179806,3.8289664404776547,18.477618404903144
2025-10-08,203.18957825408935,161.54663179038786,147.15296391359203,11.370622512583207,25.389898208014174
2025-10-09,200.88648856352233,170.30799098535593,149.9810441583252,-1.1334684142544904,27.06360092883134
2025-10-10,185.3686516352234,176.57895478014484,151.75042453217011,-7.724679265022871,24.20282253303031
2025-10-13,186.67977844056702,182.33237035098918,153.41372709923664,0.7073077317969245,20.308285403715566
2025-10-14,188.12028713113403,188.91509541392733,154.9912980097774,0.7716468824852551,9.843401900998952
2025-10-15,205.81183186477662,193.21444549443055,157.20088643825565,9.404378976580151,9.688981169055447
