timestamp,price,MA7,MA30,daily_change,volatility
2025-09-15,221.02774701635744,221.02774701635744,221.02774701635744,,
2025-09-16,222.13184964340212,221.5797983298798,221.5797983298798,0.49953123168873237,0.7807184547091662
2025-09-17,223.47747389749148,222.212356852417,222.212356852417,0.6057772697834807,1.22684616234684
2025-09-18,228.583965,223.80525888931277,223.80525888931277,2.285013792867052,3.33957810718109
2025-09-19,229.7915731352234,225.0025217384949,225.0025217384949,0.5282995835790061,3.9410376933785995
2025-09-22,234.07860175817873,226.5152017417755,226.5152017417755,1.865616116580826,5.1141594846519425
2025-09-23,234.82904301635745,227.70289335243007,227.70289335243007,0.3205937033723183,5.627592933885149
2025-09-24,230.7662938770447,229.09411433252828,228.0858184180069,-1.7300880194064283,4.852785915242426
2025-09-25,242.76479874591067,232.04167849002948,229.71681623221846,5.19941828040924,6.040070754632404
2025-09-26,245.24040200408936,235.15066821954346,231.2691748094055,1.019753799136991,6.481958429054929
2025-09-29,241.35015327044678,236.97440940103587,232.18562739677293,-1.5863000964978502,6.111798847301955
2025-09-30,243.38585811886597,238.91645011298482,233.11897995694733,0.8434653224098199,5.586253870754423
2025-10-01,247.12082226635744,240.77962447129607,234.19604474997888,1.5345855245489926,5.871462179499654
2025-10-02,247.31922537295534,242.56393623652434,235.1334147944772,0.08028587181700964,5.655601791206189
2025-10-03,248.74247875817872,245.1319626481149,236.04068572539063,0.5754721991697576,2.7307414933030896
2025-10-06,249.64820460250857,246.11530634191462,236.8911556552105,0.36412190183663373,2.9655218014502442
2025-10-07,253.4866742581787,247.29334523535593,237.8673626318557,1.5375514763992681,4.012960155226621
2025-10-08,249.68268888931274,248.4837074666225,238.52376964615885,-1.5006648298172776,3.0846877723734063
2025-10-09,248.6217311065979,249.23168932201276,239.05524130197145,-0.42492244353599107,2.129414492256759
2025-10-10,239.64225973773193,248.16332324649485,239.08459222375944,-3.611700123275219,4.217384537147113
2025-10-13,239.12470587295533,246.9926776036377,239.08650239753072,-0.2159693642277527,5.448382302148027
2025-10-14,238.2017378852234,245.48685747892978,239.04628582878948,-0.38597767820038875,6.2776797143888095
2025-10-15,242.16961575000002,244.41848764285714,239.18208278188558,1.6657636086133465,6.0848577035884555
