timestamp,price
2025-10-09 18:53:02.129,120591.71188902683
2025-10-09 18:57:44.222,120713.94812680101
2025-10-09 19:01:03.168,120721.00670276352
2025-10-09 19:06:02.870,120898.47612062744
2025-10-09 19:11:21.911,120881.17773668436
2025-10-09 19:17:35.230,120932.1029778724
2025-10-09 19:23:01.808,120999.55443342253
2025-10-09 19:25:42.881,121077.51315795752
2025-10-09 19:31:58.633,121129.41455292999
2025-10-09 19:37:53.252,120913.126592356
2025-10-09 19:42:01.783,120909.98671790065
2025-10-09 19:45:51.513,120899.7787594224
2025-10-09 19:50:43.860,120967.08438878307
2025-10-09 19:55:51.732,121068.44534375948
2025-10-09 20:00:55.157,121014.83772267938
2025-10-09 20:05:51.446,121084.8542290308
2025-10-09 20:10:43.472,121078.84648606289
2025-10-09 20:16:42.074,120927.33407796035
2025-10-09 20:21:30.940,120964.62685510692
2025-10-09 20:27:51.531,120997.91295200892
2025-10-09 20:32:51.922,120989.01304516052
2025-10-09 20:37:43.064,120992.02757065889
2025-10-09 20:42:47.749,121009.91544692514
2025-10-09 20:47:52.416,121027.10938420851
2025-10-09 20:51:03.484,121086.7660905524
2025-10-09 20:56:44.030,121176.1725746532
2025-10-09 21:02:23.883,121117.55007845622
2025-10-09 21:07:32.136,121204.86725403744
2025-10-09 21:12:51.385,121135.13566812823
2025-10-09 21:18:01.746,121400.36333410336
2025-10-09 21:22:41.662,121449.67627274418
2025-10-09 21:27:00.815,121399.61586137596
2025-10-09 21:32:32.654,121345.0255737889
2025-10-09 21:36:52.539,121423.08895153448
2025-10-09 21:41:00.662,121519.69645152836
2025-10-09 21:45:53.923,121480.76935803238
2025-10-09 21:52:11.882,121416.30646849182
2025-10-09 21:56:11.614,121496.18411097584
2025-10-09 22:02:01.413,121471.65897410727
2025-10-09 22:05:55.029,121524.20876320862
2025-10-09 22:12:41.751,121532.31217411916
2025-10-09 22:17:33.107,121529.65256943446
2025-10-09 22:22:45.350,121629.11388007151
2025-10-09 22:25:33.950,121621.23895658668
2025-10-09 22:31:52.339,121598.3222815187
2025-10-09 22:35:42.261,121603.74999265984
2025-10-09 22:42:45.045,121696.95549851442
2025-10-09 22:46:22.568,121709.06597162985
2025-10-09 22:50:12.328,121771.56753724317
2025-10-09 22:55:53.113,121712.65980435393
2025-10-09 23:01:03.008,121740.81237186604
2025-10-09 23:08:01.287,121590.02693282219
2025-10-09 23:13:01.559,121524.71710691425
2025-10-09 23:18:01.575,121429.86876839561
2025-10-09 23:23:01.568,121513.6935048822
2025-10-09 23:28:02.284,121563.52788041542
2025-10-09 23:31:22.296,121556.34544373694
2025-10-09 23:35:18.307,121498.75652354659
2025-10-09 23:42:22.138,121520.22260209551
2025-10-09 23:47:35.167,121577.06799968635
2025-10-09 23:50:51.970,121585.79002999072
2025-10-09 23:56:53.085,121698.03066778315
2025-10-10 00:02:12.397,121718.66757741552
2025-10-10 00:07:32.515,121686.35870253215
2025-10-10 00:12:53.737,121699.56499561388
2025-10-10 00:18:21.532,121759.11180977125
2025-10-10 00:21:01.813,121787.29420837939
2025-10-10 00:26:32.810,121808.21471560039
2025-10-10 00:31:42.634,121888.61514801074
2025-10-10 00:36:01.652,121840.26620878554
2025-10-10 00:40:51.790,121828.6747098794
2025-10-10 00:45:43.428,121742.27123332559
2025-10-10 00:50:12.416,121684.85177451943
2025-10-10 00:56:57.213,121820.11241777765
2025-10-10 01:09:01.416,121826.83023232028
2025-10-10 01:12:43.625,121814.65344857599
2025-10-10 01:15:23.693,121835.64364171067
2025-10-10 01:21:12.391,121797.57856356927
2025-10-10 01:26:42.258,121782.43875978692
2025-10-10 01:31:31.460,121844.41795302792
2025-10-10 01:35:00.848,121864.71633118707
2025-10-10 01:41:11.882,121689.47661595653
2025-10-10 01:48:01.319,121605.65743841731
2025-10-10 01:52:01.586,121601.58469394862
2025-10-10 01:56:01.657,121682.26448348444
2025-10-10 02:01:01.813,121679.10760815437
2025-10-10 02:06:01.515,121498.05008421888
2025-10-10 02:11:01.844,121351.8389794977
2025-10-10 02:16:01.416,121317.1896558046
2025-10-10 02:21:02.198,121408.18105385877
2025-10-10 02:26:01.551,121362.15582207582
2025-10-10 02:32:42.969,121344.56388269532
2025-10-10 02:38:01.355,121171.0511960038
2025-10-10 02:40:22.718,121211.73180072382
2025-10-10 02:47:43.925,121234.44838670158
2025-10-10 02:51:44.249,121309.97509301935
2025-10-10 02:55:22.465,121061.73402443441
2025-10-10 03:02:26.425,121131.34072574099
2025-10-10 03:08:01.343,121039.8538987423
2025-10-10 03:12:54.922,121037.74528157353
2025-10-10 03:18:01.469,121179.66697248435
2025-10-10 03:22:43.313,121375.79780344045
2025-10-10 03:27:56.039,121379.34216607877
2025-10-10 03:32:50.623,121522.65254755883
2025-10-10 03:37:52.693,121536.50862189264
2025-10-10 03:42:53.013,121552.79893752853
2025-10-10 03:45:34.388,121547.27760501447
2025-10-10 03:50:21.964,121571.26245179107
2025-10-10 03:56:00.769,121270.91765236373
2025-10-10 04:00:18.258,121139.14938911727
2025-10-10 04:06:34.119,121181.68976702033
2025-10-10 04:12:01.763,121289.65179692127
2025-10-10 04:17:28.590,121366.18929466204
2025-10-10 04:22:54.439,121332.75261091642
2025-10-10 04:28:01.791,121291.53628763321
2025-10-10 04:31:24.658,121313.34930588903
2025-10-10 04:35:22.311,121242.02989389018
2025-10-10 04:43:12.246,121145.39148235199
2025-10-10 04:46:45.616,121154.50372416846
2025-10-10 04:50:12.780,121206.13366221033
2025-10-10 04:55:26.524,121274.48321595848
2025-10-10 05:02:01.647,121225.53384747024
2025-10-10 05:07:23.936,121079.12750416774
2025-10-10 05:13:00.622,121106.732147534
2025-10-10 05:18:12.986,121168.26635719612
2025-10-10 05:20:54.015,121191.09308333277
2025-10-10 05:26:48.201,121430.60193119856
2025-10-10 05:31:57.781,121360.76086941946
2025-10-10 05:35:50.666,121256.96158083274
2025-10-10 05:40:33.565,121331.52705737266
2025-10-10 05:45:22.271,121455.3268018246
2025-10-10 05:50:15.844,121540.71472238818
2025-10-10 05:56:27.463,121599.35874025906
2025-10-10 06:02:31.495,121618.6652003782
2025-10-10 06:06:22.451,121678.7042918511
2025-10-10 06:10:57.551,121691.23638065626
2025-10-10 06:17:51.746,121643.78384156177
2025-10-10 06:22:37.916,121668.59114009164
2025-10-10 06:27:46.612,121618.82908206391
2025-10-10 06:31:13.335,121540.08241844235
2025-10-10 06:36:51.624,121571.12839530988
2025-10-10 06:41:11.849,121609.8886643013
2025-10-10 06:46:31.717,121711.63574656732
2025-10-10 06:50:44.575,121554.35448950146
2025-10-10 06:56:12.228,121414.4188711075
2025-10-10 07:02:16.707,121352.94630813498
2025-10-10 07:07:52.920,121277.39684067763
2025-10-10 07:12:54.975,121305.71480495561
2025-10-10 07:16:32.947,121288.16714098108
2025-10-10 07:22:23.631,121367.49644132215
2025-10-10 07:25:13.129,121286.39210039537
2025-10-10 07:32:11.776,121330.89198656466
2025-10-10 07:36:02.903,121177.49188828804
2025-10-10 07:40:34.994,121150.86391833628
2025-10-10 07:46:12.445,121138.64836724303
2025-10-10 07:52:16.714,121034.05736184238
2025-10-10 07:56:10.948,121125.1481274346
2025-10-10 08:02:12.603,120992.98581608661
2025-10-10 08:08:01.354,121149.36914653107
2025-10-10 08:10:45.167,121141.27916071449
2025-10-10 08:17:01.326,121240.22745970011
2025-10-10 08:21:40.970,121256.94965302612
2025-10-10 08:25:37.948,121285.41665841389
2025-10-10 08:30:35.331,121322.03227919774
2025-10-10 08:36:11.033,121283.3173946251
2025-10-10 08:41:26.835,121285.69542294883
2025-10-10 08:46:21.856,121332.68881177725
2025-10-10 08:52:13.610,121471.34183808095
2025-10-10 08:55:33.968,121500.35795851143
2025-10-10 09:01:51.919,121624.73647426745
2025-10-10 09:07:00.545,121571.0263312652
2025-10-10 09:11:42.887,121541.6411007654
2025-10-10 09:17:53.155,121544.57423915411
2025-10-10 09:21:31.732,121522.79155727831
2025-10-10 09:27:01.336,121661.52051265303
2025-10-10 09:32:13.594,121752.39305683933
2025-10-10 09:35:01.928,121740.6248888225
2025-10-10 09:42:43.188,121707.17608556856
2025-10-10 09:46:00.651,121723.11637047668
2025-10-10 09:50:42.765,121434.45931667829
2025-10-10 09:56:41.901,121414.872595889
2025-10-10 10:00:24.117,121328.29141643904
2025-10-10 10:07:27.539,121409.3950816176
2025-10-10 10:11:25.905,121419.19534716832
2025-10-10 10:16:43.987,121375.56989431512
2025-10-10 10:21:52.312,121453.38021924447
2025-10-10 10:27:52.465,121378.24742970859
2025-10-10 10:32:47.183,121373.29224375595
2025-10-10 10:37:42.840,121283.29173341586
2025-10-10 10:42:41.920,121284.4213928159
2025-10-10 10:47:53.579,121327.0073873491
2025-10-10 10:50:33.997,121366.59064833166
2025-10-10 10:57:14.027,121549.06769184435
2025-10-10 11:02:41.979,121568.6990549092
2025-10-10 11:08:22.623,121599.05393301204
2025-10-10 11:13:02.015,121608.91645299183
2025-10-10 11:18:01.826,121551.91405978499
2025-10-10 11:22:35.073,121542.22873356528
2025-10-10 11:26:15.449,121470.33018529775
2025-10-10 11:32:11.953,121465.8666495095
2025-10-10 11:36:48.898,121517.81616237204
2025-10-10 11:41:22.160,121571.38917113679
2025-10-10 11:46:14.225,121541.48022690736
2025-10-10 11:52:04.730,121520.12963734599
2025-10-10 11:56:31.799,121625.77040228223
2025-10-10 12:01:53.382,121580.53420402926
2025-10-10 12:06:42.509,121690.99234400231
2025-10-10 12:13:01.447,121531.19059325362
2025-10-10 12:18:12.492,121508.74445196668
2025-10-10 12:22:44.016,121538.1530620008
2025-10-10 12:28:01.408,121568.05239266112
2025-10-10 12:33:01.601,121527.62102364388
2025-10-10 12:37:32.896,121567.87628196807
2025-10-10 12:41:25.203,121503.88506422155
2025-10-10 12:46:26.250,121501.9146893178
2025-10-10 12:52:12.020,121533.20333432624
2025-10-10 12:55:53.794,121581.9697775228
2025-10-10 13:05:31.731,121848.20588044675
2025-10-10 13:09:35.092,121889.19228389396
2025-10-10 13:10:42.886,121787.28047268526
2025-10-10 13:17:33.525,121797.38137297552
2025-10-10 13:22:01.885,121943.66630953172
2025-10-10 13:25:34.087,121920.10773184728
2025-10-10 13:31:01.598,121995.33929408621
2025-10-10 13:35:23.081,121949.58682924928
2025-10-10 13:40:21.884,122358.85916462555
2025-10-10 13:47:00.625,122171.38495418492
2025-10-10 13:52:40.936,121641.2423396426
2025-10-10 13:57:13.471,121561.14703795656
2025-10-10 14:02:22.172,121666.14132659571
2025-10-10 14:06:01.534,121950.95553213908
2025-10-10 14:12:16.566,121896.39323444983
2025-10-10 14:16:52.490,121675.16177707072
2025-10-10 14:21:17.330,121282.08292294794
2025-10-10 14:27:14.289,121272.81575081855
2025-10-10 14:31:21.333,121276.69753257225
2025-10-10 14:35:12.295,121362.58246804129
2025-10-10 14:41:22.000,121389.76488363271
